method,outputSNRDb,nrmse,whitenessCost,correlation
Procedural,-12.130953357228389,1.1937400491502088,0.8698203626951433,0.28749234752600245
OctomataFlow,-12.130953357228389,1.1937400491502088,0.8698203626951433,0.28749234752600245
